,Year of Release,Game Title,Game Price,Score,Votes,Genre
1127,2020,ShellShock Live,6.99,8.26,32129,Tanks
1128,2020,Project Wingman,24.99,8.26,13110,Flight
1129,2020,Vecter,0.0,8.25,2845,Racing
1130,2020,A Space For The Unbound - Prologue,0.0,8.25,1251,Pixel Graphics
1131,2020,Aokana - Four Rhythms Across the Blue - EXTRA1,16.99,8.24,989,Adventure
1132,2020,Kingdom Rush Vengeance - Tower Defense,19.99,8.24,6478,Tower Defense
1133,2020,Songs of Syx,24.99,8.24,2521,City Builder
1134,2020,Hylics 2,14.99,8.24,1916,RPG
1135,2020,Crusader Kings III,49.99,8.24,88917,Strategy
1136,2020,Tiny Bunny: Prologue,0.0,8.24,1888,Horror
1137,2020,YOU and ME and HER: A Love Story,29.99,8.24,2565,Visual Novel
1138,2020,Some Some Convenience Store,14.99,8.23,2918,Dating Sim
1139,2020,The Riftbreaker: Prologue,0.0,8.23,4083,Base Building
1140,2020,Baldi's Basics Plus,9.99,8.23,2430,Roguelite
1141,2020,泡沫冬景,14.99,8.22,4252,Adventure
1142,2020,LEWDAPOCALYPSE Hentai Evil,0.99,8.22,6542,Dating Sim
1143,2020,TROUBLESHOOTER: Abandoned Children,24.99,8.22,7557,CRPG
1144,2020,Creeper World 4,24.99,8.22,3340,Tower Defense
1145,2020,The Life and Suffering of Sir Brante — Chapter 1&2,0.0,8.2,2018,Interactive Fiction
1146,2020,Return to Shironagasu Island,4.99,8.2,2373,Adventure
1147,2020,WORLD OF HORROR,14.99,8.2,5569,Horror
1148,2020,恋爱绮谭~不存在的夏天~,8.99,8.19,2383,Visual Novel
1149,2020,a new life.,2.99,8.19,1782,Story Rich
1150,2020,House,9.99,8.19,1430,Horror
1151,2020,Spelunky 2,19.99,8.19,16836,Platformer
1152,2020,Island Saver,0.0,8.19,2705,Adventure
1153,2020,When The Past Was Around,7.99,8.19,2866,Hidden Object
1154,2020,Flowers -Le volume sur automne-,19.99,8.19,558,Visual Novel
1155,2020,坦率的小红帽和爱说谎的狼,0.0,8.19,935,RPG
1156,2020,Unrailed!,4.99,8.19,15883,Co-op
1157,2020,DDraceNetwork,0.0,8.19,11465,Online Co-Op
1158,2020,Roboquest,16.99,8.18,5921,FPS
1159,2020,I Wanna Maker,0.0,8.18,3323,Precision Platformer
1160,2020,The Coma 2: Vicious Sisters,14.99,8.18,2326,Horror
1161,2020,Dictators:No Peace Countryballs,0.99,8.18,5208,Strategy
1162,2020,Propagation VR,0.0,8.18,4628,Action
1163,2020,Florence,5.99,8.18,9521,Casual
1164,2020,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,39.99,8.18,6730,JRPG
1165,2020,Wingspan,19.99,8.18,6817,Building
1166,2020,Murder House,11.99,8.18,1661,Horror
1167,2020,Summer Memories,19.99,8.18,10635,Dating Sim
1168,2020,Micro Platformer,0.0,8.17,1406,Precision Platformer
1169,2020,The Procession to Calvary,4.49,8.17,752,Dark Comedy
1170,2020,Mini Healer,7.99,8.17,1816,Party-Based RPG
1171,2020,DOOM Eternal,39.99,8.17,170445,Action
1172,2020,Soda Dungeon 2,0.0,8.17,4743,RPG
1173,2020,Roman's Christmas / 罗曼圣诞探案集,10.99,8.17,1382,Story Rich
1174,2020,Stormworks: Build and Rescue,24.99,8.17,35474,Sandbox
1175,2020,Into the Radius VR,29.99,8.17,7579,Survival
1176,2020,A Summer's End - Hong Kong 1986,14.99,8.17,1432,Casual
1177,2020,Mosaique Neko Waifus 2,1.99,8.16,2469,Anime
1178,2020,Ghostrunner,10.49,8.16,48083,Action
1179,2020,NOeSIS01_诉说谎言记忆物语,0.0,8.16,1030,RPG
1180,2020,Sea of Thieves 2023 Edition,19.99,8.16,277049,Adventure
1181,2020,DOOM 64,4.99,8.15,5887,Action
1182,2020,One Step From Eden,19.99,8.15,6649,Action Roguelike
1183,2020,Making*Lovers,29.99,8.15,571,Casual
1184,2020,Utawarerumono: Mask of Truth,15.99,8.15,1113,RPG
1185,2020,Littlewood,14.99,8.14,5995,Pixel Graphics
1186,2020,STORY OF SEASONS: Friends of Mineral Town,39.99,8.14,4387,Simulation
1187,2020,The Battle of Polytopia,14.99,8.14,3271,Strategy
1188,2020,Shotgun Witch,0.0,8.14,870,Arena Shooter
1189,2020,Boomerang Fu,14.99,8.13,1520,4 Player Local
1190,2020,Friendship with Benefits,10.99,8.13,1380,Dating Sim
1191,2020,Streets of Rage 4,24.99,8.13,15469,Action
1192,2020,Maiden and Spell,12.99,8.13,595,Action
1193,2020,CBT With Yuuka Kazami,0.99,8.13,844,Casual
1194,2020,Creaks,19.99,8.12,2920,Puzzle
1195,2020,The White Door,3.99,8.12,4779,Adventure
1196,2020,Saiko no sutoka,4.99,8.12,2446,Horror
1197,2020,Slap City,19.99,8.12,2799,Action
1198,2020,Penko Park,12.99,8.12,388,Creature Collector
1199,2020,Cyber Hook,4.49,8.12,2208,3D Platformer
1200,2021,Totally Accurate Battle Simulator,19.99,8.69,104651,Sandbox
1201,2021,Dyson Sphere Program,15.99,8.65,69977,Space
1202,2021,Inscryption,19.99,8.61,88612,Card Battler
1203,2021,Firework,5.99,8.6,31796,Horror
1204,2021,Rhythm Doctor,15.99,8.58,17217,Rhythm
1205,2021,Cookie Clicker,4.99,8.57,43211,Clicker
1206,2021,The Room 4: Old Sins,8.99,8.56,11842,Puzzle
1207,2021,Valheim,19.99,8.54,401294,Open World Survival Craft
1208,2021,It Takes Two,39.99,8.52,123657,Co-op
1209,2021,Tiny Bunny,12.99,8.52,10759,Visual Novel
1210,2021,Resident Evil Village,39.99,8.51,91477,Survival Horror
1211,2021,Clone Drone in the Danger Zone,10.99,8.49,22014,Robots
1212,2021,Before Your Eyes,9.99,8.47,10067,Emotional
1213,2021,Webbed,5.99,8.47,9892,2D Platformer
1214,2021,Word Game: Episode 0,0.0,8.47,4404,Minimalist
1215,2021,Project Kat - Paper Lily Prologue,0.0,8.47,3660,Psychological Horror
1216,2021,Doki Doki Literature Club Plus!,14.99,8.46,19361,Psychological Horror
1217,2021,Touhou Mystia's Izakaya,5.99,8.46,14081,Casual
1218,2021,TOEM,19.99,8.46,3492,Cozy
1219,2021,100 hidden frogs,0.0,8.46,4655,Hidden Object
1220,2021,Far Away,12.99,8.46,4903,Singleplayer
1221,2021,MADNESS: Project Nexus,24.99,8.45,11711,Gore
1222,2021,Milk outside a bag of milk outside a bag of milk,8.99,8.45,10579,Psychological Horror
1223,2021,Muck,0.0,8.44,143078,Survival
1224,2021,SuchArt: Creative Space,0.0,8.44,6199,Simulation
1225,2021,Psychonauts 2,20.39,8.44,8926,Story Rich
1226,2021,第七号列车 - Train No. 7,0.0,8.43,5519,Casual
1227,2021,Townscaper,3.59,8.42,18389,Controller
1228,2021,Cruelty Squad,19.99,8.42,10256,Capitalism
1229,2021,Mon Bazou,15.99,8.41,7909,Choose Your Own Adventure
1230,2021,Aventura Copilului Albastru și Urât,1.99,8.41,2309,Anime
1231,2021,The Last Campfire,14.99,8.41,5225,Puzzle
1232,2021,Find Love or Die Trying,0.0,8.4,8701,Dating Sim
1233,2021,Purrgatory,0.0,8.4,2592,Visual Novel
1234,2021,死寂（Deathly Stillness）,0.0,8.39,17046,Zombies
1235,2021,Paint the Town Red,9.99,8.39,22117,Gore
1236,2021,Car Mechanic Simulator 2021,24.99,8.39,18930,Simulation
1237,2021,Alpaca Stacka,0.0,8.39,4836,Exploration
1238,2021,星空列车与白的旅行,19.99,8.39,2109,Visual Novel
1239,2021,Snake Force,0.0,8.39,4443,Action
1240,2021,OPUS: Echo of Starsong - Full Bloom Edition,24.99,8.39,6675,Visual Novel
1241,2021,The Planet Crafter: Prologue,0.0,8.39,8838,Survival
1242,2021,Mini Motorways,9.99,8.38,15864,Strategy
1243,2021,BAD END THEATER,9.99,8.37,4915,Visual Novel
1244,2021,UNBEATABLE [white label],0.0,8.37,7145,Rhythm
1245,2021,Gunfire Reborn,19.99,8.37,84987,FPS
1246,2021,LoveChoice,1.99,8.36,20390,Romance
1247,2021,ROUNDS,5.99,8.36,17331,Fighting
1248,2021,The Rewinder,8.99,8.36,5351,Adventure
1249,2021,Impostor Factory,9.99,8.35,8888,Story Rich
1250,2021,The Forgotten City,12.49,8.35,7378,Adventure
1251,2021,枝江往事,0.0,8.35,4984,Casual
1252,2021,Marvel's Guardians of the Galaxy,59.99,8.35,25911,Singleplayer
1253,2021,Milo and the Magpies,1.99,8.34,2135,Adventure
1254,2021,Touhou Hero of Ice Fairy: Prologue,0.0,8.34,2799,Action
1255,2021,At Home Alone Final,0.0,8.34,4416,RPG
1256,2021,ENDER LILIES: Quietus of the Knights,24.99,8.34,24051,Metroidvania
1257,2021,Walkabout Mini Golf VR,14.99,8.34,2192,Sports
1258,2021,WorldBox - God Simulator,19.99,8.34,22922,God Game
1259,2021,Little Nightmares II,29.99,8.34,26604,Horror
1260,2021,Dagon: by H. P. Lovecraft,0.0,8.34,9211,Horror
1261,2021,Tales from the Borderlands,19.99,8.33,16636,Comedy
1262,2021,Everhood,9.99,8.32,10142,Great Soundtrack
1263,2021,Sword and Fairy,4.99,8.31,2857,RPG
1264,2021,My Singing Monsters,0.0,8.31,28452,Simulation
1265,2021,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,13.99,8.31,4437,Adventure
1266,2021,pureya,5.99,8.31,2000,Minigames
1267,2021,Wildermyth,24.99,8.31,14797,Party-Based RPG
1268,2021,Super Animal Royale,0.0,8.31,35613,Battle Royale
1269,2021,Chicory: A Colorful Tale,19.99,8.31,2287,Adventure
1270,2021,HROT,19.99,8.31,2751,Retro
1271,2021,Scarlet Hollow,24.99,8.31,1198,Choices Matter
1272,2021,Timberborn,19.99,8.29,17671,City Builder
1273,2021,SUPER CHICKEN JUMPER,2.99,8.29,2881,Difficult
1274,2021,Bang-On Balls: Chronicles,10.99,8.29,2389,Adventure
1275,2021,Samorost 1,0.0,8.28,3327,Casual
1276,2021,Crab Game,0.0,8.28,145713,Psychological Horror
1277,2021,Griftlands,19.99,8.28,12627,Card Battler
1278,2021,小白兔电商~Bunny e-Shop,10.99,8.27,9437,Capitalism
1279,2021,Swallow the Sea,0.0,8.27,1766,Action
1280,2021,Touhou Kouryudou ~ Unconnected Marketeers.,14.99,8.27,1645,Bullet Hell
1281,2021,Voidigo,14.99,8.27,1883,Action Roguelike
1282,2021,I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,0.0,8.26,1296,Zombies
1283,2021,Mitoza,0.0,8.26,2571,Surreal
1284,2021,Loop Hero,14.99,8.26,30823,Tactical
1285,2021,Days Gone,49.99,8.26,58843,Open World
1286,2021,Cyber Manhunt,9.99,8.25,12073,Simulation
1287,2021,Skul: The Hero Slayer,11.99,8.25,42170,Action
1288,2021,Behind the Frame: The Finest Scenery,12.99,8.24,4143,Atmospheric
1289,2021,Tetris® Effect: Connected,39.99,8.24,5115,Puzzle
1290,2021,Jerma's Big Adventure,0.0,8.23,1022,Comedy
1291,2021,Turnip Boy Commits Tax Evasion,5.99,8.23,8505,Adventure
1292,2021,Library Of Ruina,29.99,8.23,19180,Story Rich
1293,2021,Geometry Arena,2.99,8.23,2185,Roguelite
1294,2021,英雄黄昏-文字三国志&曹贼模拟器,0.0,8.22,1753,Word Game
1295,2021,Knights College,24.99,8.22,1689,Story Rich
1296,2021,OnlyCans: Thirst Date,0.0,8.22,2644,Psychological Horror
1297,2021,Mosaique Neko Waifus 4,1.99,8.22,4439,Anime
1298,2021,Death's Door,19.99,8.22,13132,Action
1299,2021,Bitburner,0.0,8.21,4892,Programming
1300,2021,SNKRX,2.99,8.21,3956,Action Roguelike
1301,2021,Duck Simulator 2,0.0,8.21,1961,Simulation
1302,2021,Sizeable,9.99,8.21,827,Casual
1303,2021,Bishojo Mangekyo Kotowari to Meikyu no Shojo,29.99,8.2,2478,FPS
1304,2021,Kinkoi: Golden Loveriche,34.99,8.2,1293,Casual
1305,2021,Ready or Not,39.99,8.2,102680,Tactical
1306,2021,Bright Memory: Infinite,19.99,8.2,34204,Action
1307,2021,The Great Ace Attorney Chronicles,39.99,8.2,4875,Visual Novel
1308,2021,Billionaire Lovers,2.99,8.2,3124,Visual Novel
1309,2021,Perfect Gold - Yuri Visual Novel,7.99,8.2,847,Visual Novel
1310,2021,Dogs Organized Neatly,2.99,8.2,767,Casual
1311,2021,Escape Simulator,14.99,8.19,10898,Puzzle
1312,2021,Death Trash,15.99,8.19,2965,Post-apocalyptic
1313,2021,The Legend of Tianding,19.99,8.18,2436,Adventure
1314,2021,坏小孩,1.49,8.18,1313,Puzzle Platformer
1315,2021,Tree Simulator 2022,5.99,8.18,1169,Action
1316,2021,DEVOUR,4.99,8.18,60415,Horror
1317,2021,Heavenly Bodies,15.99,8.18,2080,Physics
1318,2021,Labyrinth City: Pierre the Maze Detective,11.99,8.18,1775,Adventure
1319,2021,Letters From a Rainy Day -Oceans and Lace-,16.99,8.17,684,Adventure
1320,2021,DRAMAtical Murder,19.99,8.17,1880,Story Rich
1321,2021,Toree 2,0.99,8.17,679,Action
1322,2021,Quickie: A Love Hotel Story,19.99,8.17,1214,Dating Sim
1323,2021,Zeepkist,11.99,8.17,944,Racing
1324,2021,Redmatch 2,0.0,8.17,8610,Arena Shooter
1325,2021,Northern Journey,11.99,8.16,1136,FPS
1326,2021,Karryn's Prison,29.99,8.16,2359,Dating Sim
1327,2021,Mass Effect™ Legendary Edition,59.99,8.16,35322,Story Rich
1328,2021,9-nine-:Episode 4,19.99,8.16,686,Casual
1329,2021,The Darkside Detective: A Fumble in the Dark,14.99,8.16,1165,Story Rich
1330,2021,Subnautica: Below Zero,29.99,8.15,76146,Open World Survival Craft
1331,2021,FINAL FANTASY,11.99,8.15,4667,JRPG
1332,2021,The Chrono Jotter,8.99,8.15,1387,Visual Novel
1333,2021,Cleo - a pirate's tale,5.24,8.14,486,Point & Click
1334,2021,Unpacking,19.99,8.14,19645,Relaxing
1335,2021,NOeSIS02_羽化,0.0,8.14,398,RPG
1336,2021,Motor Town: Behind The Wheel,19.99,8.14,2623,Open World
1337,2021,ElecHead,9.99,8.14,642,Puzzle Platformer
1338,2021,PARQUET,16.99,8.13,1784,Visual Novel
1339,2021,Brutal Orchestra,19.99,8.13,784,RPG
1340,2021,Toree 3D,0.99,8.13,1112,3D Platformer
1341,2021,Dead Estate,14.99,8.13,3184,Action Roguelike
1342,2021,Cloud Gardens,17.99,8.13,1887,Nature
1343,2021,"If On A Winter's Night, Four Travelers",0.0,8.12,1517,Point & Click
1344,2021,Ragnarock,24.99,8.12,2514,Rhythm
1345,2021,In Sound Mind,34.99,8.12,2528,Horror
1346,2021,Moncage,14.99,8.12,4301,Puzzle
1347,2021,The Advisor - Episode 1: Royal Pain,2.99,8.12,523,Choose Your Own Adventure
1348,2021,Sprocket,19.99,8.12,6785,Sandbox
1349,2021,I'm on Observation Duty 4,4.99,8.12,539,Psychological Horror
1350,2022,Vampire Survivors,3.99,8.8,193212,Action Roguelike
1351,2022,Stray,29.99,8.66,116448,Cats
1352,2022,God of War,49.99,8.61,99958,Action
1353,2022,PowerWash Simulator,24.99,8.58,34643,Casual
1354,2022,Persona 5 Royal,59.99,8.55,34649,JRPG
1355,2022,Marvel’s Spider-Man Remastered,59.99,8.55,61414,Superhero
1356,2022,Brotato,4.99,8.53,32388,Action Roguelike
1357,2022,Teardown,29.99,8.53,68320,Destruction
1358,2022,Neon White,24.99,8.52,10981,Action
1359,2022,Dorfromantik,9.79,8.5,22295,City Builder
1360,2022,Placid Plastic Duck Simulator,1.99,8.49,7676,Cute
1361,2022,The Looker,0.0,8.48,11277,Puzzle
1362,2022,DAVE THE DIVER,19.99,8.47,11033,Casual
1363,2022,Stacklands,4.99,8.46,18748,Card Battler
1364,2022,CULTIC,9.99,8.46,3904,FPS
1365,2022,Wobbledogs,19.99,8.46,6563,Wholesome
1366,2022,Trombone Champ,14.99,8.45,6359,Rhythm
1367,2022,The Planet Crafter,19.99,8.44,20046,Story Rich
1368,2022,The Case of the Golden Idol,17.99,8.44,3314,Mystery
1369,2022,Metal: Hellsinger,19.79,8.43,9249,Rhythm
1370,2022,ASTLIBRA Revision,24.99,8.43,14406,Action RPG
1371,2022,Raft,19.99,8.42,264169,Survival
1372,2022,VillageRhapsody,2.69,8.41,9994,Dating Sim
1373,2022,Patrick's Parabox,19.99,8.41,2320,Puzzle
1374,2022,Lil Gator Game,19.99,8.41,2157,Casual
1375,2022,Ib,12.99,8.41,2482,Horror
1376,2022,A Building Full of Cats,1.99,8.39,2335,Cats
1377,2022,Dungeon Munchies,19.99,8.39,5905,Action
1378,2022,NEEDY STREAMER OVERLOAD,15.99,8.38,21974,Psychological Horror
1379,2022,FreshWomen - Season 1,11.19,8.38,11155,Dating Sim
1380,2022,PlateUp!,10.79,8.37,12274,Co-op
1381,2022,Monster Prom 3: Monster Roadtrip,11.99,8.37,2082,Visual Novel
1382,2022,A Castle Full of Cats,2.99,8.37,1696,Cats
1383,2022,Outcore: Desktop Adventure,0.0,8.37,4779,Story Rich
1384,2022,Retrowave,2.99,8.37,13086,Racing
1385,2022,SIGNALIS,19.99,8.37,7060,Survival Horror
1386,2022,SuchArt: Genius Artist Simulator,24.99,8.37,3414,Design & Illustration
1387,2022,Dwarf Fortress,29.99,8.36,19917,Colony Sim
1388,2022,Lost in Play,19.99,8.36,2530,Puzzle
1389,2022,Slime Rancher 2,29.99,8.36,19507,Cute
1390,2022,Bugsnax,24.99,8.36,3297,Psychological Horror
1391,2022,Monument Valley: Panoramic Edition,7.99,8.36,1943,Adventure
1392,2022,Outpath: First Journey,0.0,8.35,2946,Base Building
1393,2022,Aperture Desk Job,0.0,8.34,19059,Singleplayer
1394,2022,Sucker for Love: First Date,9.99,8.34,2072,Anime
1395,2022,Café Stella and the Reaper's Butterflies,34.99,8.33,2275,Visual Novel
1396,2022,Cult of the Lamb,24.99,8.33,47935,Character Customization
1397,2022,Tsuki ni Yorisou Otome no Sahou,39.99,8.33,1931,Visual Novel
1398,2022,ELDEN RING,59.99,8.33,666354,Souls-like
1399,2022,Tiny Rogues,5.99,8.33,2997,Action Roguelike
1400,2022,Kaiju Princess,10.99,8.32,4048,Dating Sim
1401,2022,Dinkum,15.99,8.32,15689,Adventure
1402,2022,Frog Detective 3: Corruption at Cowboy County,4.99,8.32,1079,Comedy
1403,2022,Ticy Adventure Club,0.0,8.31,1842,RPG
1404,2022,Will You Snail?,14.99,8.31,2234,Artificial Intelligence
1405,2022,Aokana - Four Rhythms Across the Blue - EXTRA2,24.99,8.31,941,Visual Novel
1406,2022,Against the Storm,14.99,8.31,9835,Strategy
1407,2022,POSTAL: Brain Damaged,19.99,8.31,4872,Funny
1408,2022,枝江畔之梦,0.0,8.3,1462,Casual
1409,2022,Chop Goblins,4.24,8.29,1361,Old School
1410,2022,Tinykin,24.99,8.28,1159,Cute
1411,2022,Cosmoteer: Starship Architect & Commander,19.99,8.28,6493,Building
1412,2022,The Stanley Parable: Ultra Deluxe,24.99,8.28,20292,Multiple Endings
1413,2022,Dialtown: Phone Dating Sim,7.99,8.28,996,Casual
1414,2022,Symphony of War: The Nephilim Saga,19.99,8.28,7309,RPG
1415,2022,Beacon Pines,19.99,8.27,1314,Visual Novel
1416,2022,Farmer Against Potatoes Idle,0.0,8.27,3227,Idler
1417,2022,Strange Horticulture,14.99,8.27,6669,Mystery
1418,2022,私のリアルは充実しすぎている フルボイス版,9.99,8.27,2379,Otome
1419,2022,Nightmare of Decay,4.99,8.26,2544,Action
1420,2022,COMPOUND,19.99,8.26,1782,Action
1421,2022,Soulstone Survivors: Prologue,0.0,8.26,4015,Action Roguelike
1422,2022,Disney Dreamlight Valley,29.99,8.26,11319,Relaxing
1423,2022,The Past Within,5.99,8.26,9795,Co-op
1424,2022,Judgment,39.99,8.26,4369,Action
1425,2022,Save Room - Organization Puzzle,2.99,8.25,1674,Puzzle
1426,2022,Bendy and the Dark Revival,29.99,8.25,7458,Horror
1427,2022,Animal Revolt Battle Simulator,14.99,8.25,4117,Sandbox
1428,2022,Nova Lands: Emilia's Mission,0.0,8.25,1524,Adventure
1429,2022,I Was a Teenage Exocolonist,24.99,8.25,1638,Choices Matter
1430,2022,Supraland Six Inches Under,19.99,8.25,2299,Puzzle
1431,2022,REFLEXIA Prototype ver.,0.0,8.25,2041,Visual Novel
1432,2022,BABBDI,0.0,8.23,1441,Casual
1433,2022,Not For Broadcast,24.99,8.23,9254,Adventure
1434,2022,SANABI,11.99,8.23,2543,Action
1435,2022,Teenage Mutant Ninja Turtles: Shredder's Revenge,24.99,8.23,11056,Beat 'em up
1436,2022,Sonic Frontiers,59.99,8.23,16619,Adventure
1437,2022,FAITH: The Unholy Trinity,14.99,8.23,2915,Horror
1438,2022,Marvel’s Spider-Man: Miles Morales,49.99,8.23,15210,Action
1439,2022,Spaceflight Simulator,11.99,8.22,2853,Sandbox
1440,2022,Pentiment,13.39,8.22,2921,Adventure
1441,2022,POPGOES Arcade,4.99,8.22,1092,RPG
1442,2022,Shadows Over Loathing,22.99,8.22,2115,Adventure
1443,2022,The Upturned,9.99,8.21,624,Physics
1444,2022,Love Delivery,14.99,8.21,2103,Dating Sim
1445,2022,Pages of Time: Prologue,0.0,8.21,1441,Adventure
1446,2022,BROK the InvestiGator,19.99,8.21,732,Adventure
1447,2022,Spark the Electric Jester 3,24.99,8.21,1139,3D
1448,2022,daydream 白日夢,0.0,8.21,691,Casual
1449,2022,Lily's Well,0.0,8.2,1410,Horror
1450,2022,A Taste of the Past,0.0,8.2,978,Adventure
1451,2022,Resonance of the Ocean,0.0,8.2,848,Relaxing
1452,2022,Insomnia: Theater in the Head,2.49,8.2,1073,Psychological
1453,2022,Super Lesbian Animal RPG,14.99,8.19,574,Story Rich
1454,2022,Lost Judgment,59.99,8.19,2912,Action
1455,2022,The Complex: Found Footage,0.0,8.19,5398,Horror
1456,2022,魔卡幻想（Heroines Fantasy Inherit）,0.0,8.19,676,Strategy
1457,2022,暖雪 Warm Snow,17.99,8.19,26317,Action Roguelike
1458,2022,Warsim: The Realm of Aslona,9.99,8.19,1166,Text-Based
1459,2022,Leap of Faith,10.99,8.18,1305,Dating Sim
1460,2022,DEATH STRANDING DIRECTOR'S CUT,39.99,8.18,16348,Story Rich
1461,2022,Roadwarden,10.99,8.18,1834,RPG
1462,2022,Sudocats,1.59,8.18,589,Casual
1463,2022,Klonoa Phantasy Reverie Series,39.99,8.18,1242,Adventure
1464,2022,恋爱绮谭 不存在的真相,13.99,8.17,1412,Interactive Fiction
1465,2022,Prodeus,24.99,8.17,5137,FPS
1466,2022,Zodiacats,1.99,8.17,455,Cats
1467,2022,Treasure of Nadia,11.24,8.17,4571,Dating Sim
1468,2022,Ever Seen A Cat?,1.99,8.17,510,Cats
1469,2022,Dungeon Alchemist,44.99,8.17,1611,Software
1470,2022,Lunacid,6.99,8.17,1645,Dungeon Crawler
1471,2022,20 Minutes Till Dawn,4.99,8.16,19911,Action Roguelike
1472,2022,Magical Girl Celesphonia,19.99,8.16,1581,Dating Sim
1473,2022,Ember Knights,14.99,8.16,2086,Action Roguelike
1474,2022,Capybara Spa,5.99,8.16,1058,Simulation
1475,2022,Last Command,14.99,8.16,1337,Bullet Hell
1476,2022,所向之未来 - Towards Future,0.0,8.15,482,RPG
1477,2022,One-armed cook,0.0,8.15,11042,Simulation
1478,2022,Baldi's Basics Classic Remastered,0.0,8.15,4419,Horror
1479,2022,Cave Crawler,0.0,8.15,2607,2D Platformer
1480,2022,Turbo Overkill,17.99,8.15,1773,FPS
1481,2022,LEGO® Star Wars™: The Skywalker Saga,49.99,8.14,37122,LEGO
1482,2022,Melatonin,14.99,8.14,2276,Rhythm
1483,2022,Tribal Hunter,14.99,8.14,1077,Action
1484,2022,Her New Memory - Hentai Simulator,9.99,8.14,3373,Dating Sim
1485,2022,Lunistice,4.99,8.14,854,3D Platformer
1486,2022,Cut,0.0,8.14,1026,2D
1487,2022,Word Game,34.99,8.14,5021,Exploration
1488,2022,The Legend of Heroes: Trails from Zero,39.99,8.13,652,RPG
1489,2022,Acquitted,3.97,8.13,777,Action
1490,2022,My Sticker Book,0.0,8.13,797,Puzzle
1491,2022,瘟疫清零计划 Project Zero,0.0,8.13,2471,Action Roguelike
1492,2022,How Fish Is Made,0.0,8.13,2194,Surreal
1493,2022,Potion Craft: Alchemist Simulator,14.99,8.13,20311,Singleplayer
1494,2022,Card Survival: Tropical Island,24.99,8.13,1343,Adventure
1495,2022,click to ten,0.0,8.13,2294,Psychological Horror
1496,2022,Weird RPG,10.99,8.12,3109,RPG
1497,2022,14 Minesweeper Variants,6.99,8.12,444,Puzzle
1498,2022,Super Kiwi 64,2.99,8.12,790,3D Platformer
1499,2022,Wylde Flowers,24.99,8.12,789,Cozy
